cell_id,lat,lon,land_frac,in_province,dist_to_province,offshore_zone,retain,w_uniform,w_province,w_wind,w_solar,cap_source
536,34.5,116.75,1.0,0.0,0.173,0,0,0.0,0.0,0.0,0.0,fallback:w_province
537,34.5,117.0,1.0,0.0016,0.0,0,0,0.0,0.0,0.0,0.0,fallback:w_province
538,34.5,117.25,1.0,0.4548,0.0,0,1,1.0,0.4548,0.4548,0.4548,fallback:w_province
539,34.5,117.5,1.0,0.511,0.0,0,1,1.0,0.511,0.511,0.511,fallback:w_province
540,34.5,117.75,1.0,0.275,0.0,0,1,1.0,0.275,0.275,0.275,fallback:w_province
541,34.5,118.0,1.0,0.0264,0.0,0,1,1.0,0.0264,0.0264,0.0264,fallback:w_province
542,34.5,118.25,1.0,0.7779,0.0,0,1,1.0,0.7779,0.7779,0.7779,fallback:w_province
543,34.5,118.5,1.0,0.1676,0.0,0,1,1.0,0.1676,0.1676,0.1676,fallback:w_province
544,34.5,118.75,1.0,0.0,0.0533,0,0,0.0,0.0,0.0,0.0,fallback:w_province
545,34.5,119.0,1.0,0.0,0.1334,0,0,0.0,0.0,0.0,0.0,fallback:w_province
546,34.5,119.25,1.0,0.0,0.3551,0,0,0.0,0.0,0.0,0.0,fallback:w_province
547,34.5,119.5,1.0,0.0,0.4453,0,0,0.0,0.0,0.0,0.0,fallback:w_province
548,34.5,119.75,1.0,0.0,0.5081,0,0,0.0,0.0,0.0,0.0,fallback:w_province
549,34.5,120.0,0.0,0.0,0.6576,0,0,0.0,0.0,0.0,0.0,fallback:w_province
550,34.5,120.25,0.0,0.0,0.8463,0,0,0.0,0.0,0.0,0.0,fallback:w_province
551,34.5,120.5,0.0,0.0,1.0607,0,0,0.0,0.0,0.0,0.0,fallback:w_province
552,34.5,120.75,0.0,0.0,1.2044,0,0,0.0,0.0,0.0,0.0,fallback:w_province
553,34.5,121.0,0.0,0.0,1.2634,0,0,0.0,0.0,0.0,0.0,fallback:w_province
554,34.5,121.25,0.0,0.0,1.2879,0,0,0.0,0.0,0.0,0.0,fallback:w_province
555,34.5,121.5,0.0,0.0,1.3586,0,0,0.0,0.0,0.0,0.0,fallback:w_province
556,34.5,121.75,0.0,0.0,1.4691,0,0,0.0,0.0,0.0,0.0,fallback:w_province
557,34.5,122.0,0.0,0.0,1.6097,0,0,0.0,0.0,0.0,0.0,fallback:w_province
558,34.5,122.25,0.0,0.0,1.7739,0,0,0.0,0.0,0.0,0.0,fallback:w_province
559,34.5,122.5,0.0,0.0,1.909,0,0,0.0,0.0,0.0,0.0,fallback:w_province
560,34.5,122.75,0.0,0.0,2.0484,0,0,0.0,0.0,0.0,0.0,fallback:w_province
561,34.25,114.75,1.0,0.0,0.5957,0,0,0.0,0.0,0.0,0.0,fallback:w_province
562,34.25,115.0,1.0,0.0,0.4266,0,0,0.0,0.0,0.0,0.0,fallback:w_province
563,34.25,115.25,1.0,0.0,0.2507,0,0,0.0,0.0,0.0,0.0,fallback:w_province
564,34.25,115.5,1.0,0.0,0.1873,0,0,0.0,0.0,0.0,0.0,fallback:w_province
565,34.25,115.75,1.0,0.0,0.1806,0,0,0.0,0.0,0.0,0.0,fallback:w_province
566,34.25,116.0,1.0,0.0,0.1795,0,0,0.0,0.0,0.0,0.0,fallback:w_province
567,34.25,116.25,1.0,0.0,0.1768,0,0,0.0,0.0,0.0,0.0,fallback:w_province
568,34.25,116.5,1.0,0.0,0.2178,0,0,0.0,0.0,0.0,0.0,fallback:w_province
569,34.25,116.75,1.0,0.0,0.2954,0,0,0.0,0.0,0.0,0.0,fallback:w_province
570,34.25,117.0,1.0,0.0,0.0725,0,0,0.0,0.0,0.0,0.0,fallback:w_province
571,34.25,117.25,1.0,0.0,0.0595,0,0,0.0,0.0,0.0,0.0,fallback:w_province
572,34.25,117.5,1.0,0.0,0.0875,0,0,0.0,0.0,0.0,0.0,fallback:w_province
573,34.25,117.75,1.0,0.0,0.0934,0,0,0.0,0.0,0.0,0.0,fallback:w_province
574,34.25,118.0,1.0,0.0,0.0459,0,0,0.0,0.0,0.0,0.0,fallback:w_province
575,34.25,118.25,1.0,0.0,0.0024,0,0,0.0,0.0,0.0,0.0,fallback:w_province
576,34.25,118.5,1.0,0.0,0.0405,0,0,0.0,0.0,0.0,0.0,fallback:w_province
577,34.25,118.75,1.0,0.0,0.2251,0,0,0.0,0.0,0.0,0.0,fallback:w_province
578,34.25,119.0,1.0,0.0,0.3464,0,0,0.0,0.0,0.0,0.0,fallback:w_province
579,34.25,119.25,1.0,0.0,0.4869,0,0,0.0,0.0,0.0,0.0,fallback:w_province
580,34.25,119.5,1.0,0.0,0.6859,0,0,0.0,0.0,0.0,0.0,fallback:w_province
581,34.25,119.75,1.0,0.0,0.7371,0,0,0.0,0.0,0.0,0.0,fallback:w_province
582,34.25,120.0,1.0,0.0,0.8533,0,0,0.0,0.0,0.0,0.0,fallback:w_province
583,34.25,120.25,1.0,0.0,1.0109,0,0,0.0,0.0,0.0,0.0,fallback:w_province
584,34.25,120.5,0.0,0.0,1.1961,0,0,0.0,0.0,0.0,0.0,fallback:w_province
585,34.25,120.75,0.0,0.0,1.4016,0,0,0.0,0.0,0.0,0.0,fallback:w_province
586,34.25,121.0,0.0,0.0,1.5134,0,0,0.0,0.0,0.0,0.0,fallback:w_province
587,34.25,121.25,0.0,0.0,1.5339,0,0,0.0,0.0,0.0,0.0,fallback:w_province
588,34.25,121.5,0.0,0.0,1.5938,0,0,0.0,0.0,0.0,0.0,fallback:w_province
589,34.25,121.75,0.0,0.0,1.6889,0,0,0.0,0.0,0.0,0.0,fallback:w_province
590,34.25,122.0,0.0,0.0,1.8138,0,0,0.0,0.0,0.0,0.0,fallback:w_province
591,34.25,122.25,0.0,0.0,1.961,0,0,0.0,0.0,0.0,0.0,fallback:w_province
592,34.25,122.5,0.0,0.0,2.1275,0,0,0.0,0.0,0.0,0.0,fallback:w_province
593,34.25,122.75,0.0,0.0,2.2534,0,0,0.0,0.0,0.0,0.0,fallback:w_province
