id,latitude,longitude,count,capacity_mw,iso3,landscape_area_km2
28138,37.408284,122.398956,17,34.2349109748427,CHN,15.9463831248159
28172,37.691809,121.109774,17,31.3082814726411,CHN,9.50099823454189
28231,34.380874,120.053074,67,,CHN,67.0476984480514
28315,37.085376,122.02444,2,,CHN,2.4952796512444
28316,37.108586,122.031408,15,29.057431241037,CHN,10.2276319115171
28317,37.103653,122.053096,3,,CHN,3.2523519136672
28318,37.125991,122.12053,18,32.0311925770073,CHN,9.26963351488233
28319,37.118698,122.086377,5,7.04285281261527,CHN,4.780026281744
28320,37.127347,122.100251,4,,CHN,2.89637909384304
28321,37.142366,122.036113,14,26.5516873707437,CHN,8.99946948108578
28322,37.160197,122.131124,9,16.1910067325685,CHN,6.17614596696505
28323,37.176783,122.140735,6,10.3149150104512,CHN,3.88246919913626
28324,36.951852,122.100502,11,,CHN,7.92105447126961
28325,36.984025,122.130612,43,82.8519146776119,CHN,33.7228627065907
28326,37.399226,122.533378,34,52.6244710295317,CHN,13.7123178840849
28327,37.03018,122.528679,33,,CHN,20.7506920277915
28396,37.945346,120.736706,11,,CHN,5.13793363118076
28397,37.915761,120.748831,20,,CHN,10.1131835894811
28398,37.976508,120.720673,10,17.9734065290574,CHN,6.17204181601274
28399,37.975262,120.705012,10,17.9993359973115,CHN,6.20962021053314
28400,37.971778,120.647767,12,18.2518144532445,CHN,5.18411038461065
28401,38.176358,120.741418,16,,CHN,5.65208623544872
28402,36.881542,121.165112,55,97.0666172409225,CHN,36.9906634927917
28404,37.148427,122.073606,8,14.0357282091815,CHN,5.0309895937916
28414,37.408086,122.341463,6,9.57476577870025,CHN,5.0974468987627
28415,37.411234,122.307203,8,,CHN,7.27011204297602
28416,37.419419,122.471469,16,,CHN,12.3825788509712
28435,37.339244,122.028897,14,27.031540700589,CHN,9.81544328230095
28436,37.351021,122.001878,9,15.9643738241732,CHN,7.61370055538559
28437,37.367679,121.998131,7,12.1494166713755,CHN,4.71903038363028
28470,37.365306,122.296436,17,33.5783810184976,CHN,12.0143198077869
28471,37.353476,122.253855,2,,CHN,2.53284553073764
28472,37.384034,122.268362,11,20.5882659706378,CHN,8.46547937223053
28473,37.371519,122.254215,6,9.3123699215975,CHN,5.3839067165122
28474,37.350831,122.269745,2,,CHN,3.02114861919069
28475,37.358814,122.236496,4,,CHN,3.94628631951141
28476,37.253609,120.883422,54,74.4885424608489,CHN,19.607253077467
28477,37.328112,120.254938,45,79.6488677929657,CHN,25.8262315201857
28478,37.363299,120.253343,10,18.0719600829713,CHN,8.88656888059711
28479,37.39321,120.26461,2,,CHN,2.76915022729754
28481,37.595939,120.766132,18,36.4616274469758,CHN,15.0874142794199
28482,37.596284,120.747963,2,,CHN,3.1543361881814
28483,37.572115,120.755633,4,,CHN,3.79774355075336
28484,37.584162,120.740196,3,,CHN,3.29436347011733
28486,37.041962,120.234444,13,25.089961834168,CHN,10.118499455389
28487,37.038975,120.268468,3,,CHN,3.12834979273379
28489,37.318999,120.217682,2,,CHN,2.76108009766793
28490,37.302922,120.215506,5,5.65630334705303,CHN,6.03195803299713
28491,37.337355,120.209553,6,9.46026594654184,CHN,5.22438811492968
28492,37.325355,120.211395,2,,CHN,2.74518980426788
28493,37.301607,120.197829,5,6.95343844547883,CHN,4.85503043277502
28494,37.298834,120.226608,2,,CHN,3.28768783218908
28495,37.314877,120.19587,2,,CHN,2.39468737812078
28496,37.253237,122.315432,25,49.7251556325017,CHN,17.1510050002661
28497,37.262364,122.276493,5,6.80699924577328,CHN,4.97880721566582
28498,37.239567,122.34791,7,11.7870024680492,CHN,5.67389576125378
28503,37.215182,120.7322,4,,CHN,2.79559916499776
28533,37.724462,120.681678,7,11.1486025205357,CHN,6.57056160107803
28534,37.735465,120.699652,4,,CHN,4.1263509031744
28535,37.745097,120.688762,9,15.3451820209792,CHN,8.84992731431505
28536,37.741028,120.648542,5,7.9356000368287,CHN,4.02660316646814
28537,37.748228,120.666391,3,,CHN,2.77728192985737
28538,37.756553,120.654319,6,9.4065972675578,CHN,5.2827646058805
28539,37.767449,120.686062,15,29.1382932948012,CHN,10.3756104861746
