latitude,longitude,capacity_mw,capacity_std_mw,hub_height_m,class,first_operating_quarter,water_depth_m,nation
34.524637,120.378246,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q3,-15.0,China
34.392225,120.225352,4.063347024933467,0.19301569741761176,89.01115659371129,owt,Y2018Q1,-11.0,China
34.535956,120.400614,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q1,-15.0,China
34.537393,120.392708,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q2,-15.0,China
34.534878,120.408339,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q1,-15.0,China
34.524367,120.428192,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q1,-15.0,China
34.53362,120.415795,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q2,-15.0,China
34.524547,120.403219,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q2,-15.0,China
34.524547,120.394864,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q1,-15.0,China
34.524547,120.419927,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q2,-15.0,China
34.524457,120.411573,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2017Q4,-15.0,China
34.524367,120.460262,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q1,-16.0,China
34.524278,120.474365,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q2,-16.0,China
34.524367,120.453165,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q1,-16.0,China
34.524457,120.436546,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q2,-15.0,China
34.524278,120.444901,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q1,-16.0,China
34.524367,120.467269,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q2,-16.0,China
34.510713,120.259219,4.443804981785151,0.19197379625162914,91.59322458771601,owt,Y2018Q3,-12.0,China
