latitude,longitude,installation_year,sea_name,water_depth_m,distance_to_shore_km
36.46139,121.525043,2021,Yellow Sea,-31.1,30.67
36.459956,121.438882,2021,Yellow Sea,-29.13,27
36.459539,121.519158,2021,Yellow Sea,-31.11,30.12
36.459193,121.696208,2023,Yellow Sea,-31.08,36.48
36.458442,121.433741,2021,Yellow Sea,-29.12,26.67
36.457618,121.513273,2021,Yellow Sea,-30.24,29.58
36.457103,121.687599,2023,Yellow Sea,-30.08,36.54
36.455733,121.507445,2021,Yellow Sea,-30.1,29.04
36.454812,121.606561,2023,Yellow Sea,-30.07,35.39
36.454669,121.679089,2023,Yellow Sea,-31.08,36.67
36.45389,121.420245,2021,Yellow Sea,-28.12,25.78
36.452608,121.67052,2023,Yellow Sea,-31.08,36.79
36.452509,121.596838,2023,Yellow Sea,-30.07,34.42
36.452449,121.495609,2021,Yellow Sea,-30.1,28.05
36.450337,121.408379,2021,Yellow Sea,-28.11,25.12
36.45032,121.587016,2023,Yellow Sea,-30.06,33.46
36.450403,121.661957,2023,Yellow Sea,-30.22,36.94
36.448417,121.483869,2021,Yellow Sea,-30.94,27.01
36.447861,121.653479,2023,Yellow Sea,-30.07,37.18
36.446632,121.396575,2021,Yellow Sea,-28.12,24.51
36.446702,121.477978,2021,Yellow Sea,-31.09,26.53
36.446324,121.56929,2023,Yellow Sea,-32.06,31.76
36.445848,121.64488,2024,Yellow Sea,-30.07,37.36
36.444419,121.561383,2023,Yellow Sea,-32.06,31
36.444013,121.70162,2023,Yellow Sea,-31.07,38.66
36.443681,121.636308,2023,Yellow Sea,-30.07,36.71
36.442585,121.466358,2021,Yellow Sea,-31.08,25.54
36.442698,121.553412,2023,Yellow Sea,-32.06,30.26
36.441769,121.693985,2023,Yellow Sea,-31.07,38.76
36.441353,121.460211,2021,Yellow Sea,-30.22,25.15
36.44134,121.627811,2023,Yellow Sea,-30.06,35.79
36.440865,121.545485,2023,Yellow Sea,-31.06,29.53
36.441102,121.378862,2021,Yellow Sea,-28.11,23.71
36.439629,121.6863,2023,Yellow Sea,-31.07,38.87
36.439366,121.454488,2021,Yellow Sea,-30.08,24.69
36.43914,121.619271,2023,Yellow Sea,-30.06,34.88
36.437392,121.67869,2023,Yellow Sea,-31.07,39.02
36.437512,121.367033,2021,Yellow Sea,-28.11,23.29
36.437105,121.610594,2023,Yellow Sea,-30.06,33.98
36.435323,121.361216,2021,Yellow Sea,-27.26,23.05
36.435257,121.671021,2023,Yellow Sea,-31.06,39
36.433322,121.355342,2021,Yellow Sea,-27.27,22.86
36.433016,121.663295,2023,Yellow Sea,-31.92,38.13
36.432826,121.433086,2021,Yellow Sea,-30.22,23.2
36.432735,121.593554,2023,Yellow Sea,-31.05,32.19
36.431747,121.349375,2021,Yellow Sea,-27.13,22.75
36.430606,121.655757,2023,Yellow Sea,-32.06,37.25
36.429254,121.527221,2021,Yellow Sea,-31.06,27.04
36.429036,121.421418,2021,Yellow Sea,-29.22,22.41
36.428345,121.648097,2023,Yellow Sea,-32.06,36.38
36.427927,121.576525,2023,Yellow Sea,-31.04,30.39
36.427483,121.521986,2021,Yellow Sea,-31.06,26.51
36.426171,121.567863,2023,Yellow Sea,-31.04,29.55
36.425214,121.409678,2021,Yellow Sea,-29.07,21.69
36.424262,121.632708,2023,Yellow Sea,-32.06,34.68
36.423385,121.559464,2023,Yellow Sea,-31.04,28.64
36.423534,121.40367,2021,Yellow Sea,-29.07,21.38
36.422572,121.506168,2021,Yellow Sea,-33.2,24.98
36.421943,121.625029,2023,Yellow Sea,-32.05,33.82
36.421775,121.550791,2023,Yellow Sea,-31.04,27.83
36.42101,121.500962,2021,Yellow Sea,-34.19,24.49
36.419943,121.617102,2023,Yellow Sea,-32.05,32.96
36.41943,121.495684,2021,Yellow Sea,-33.19,24.01
36.417927,121.386052,2021,Yellow Sea,-30.07,20.5
36.41744,121.609786,2023,Yellow Sea,-32.05,32.11
36.416321,121.380073,2021,Yellow Sea,-29.07,20.28
36.415108,121.602172,2023,Yellow Sea,-32.04,31.25
36.41447,121.374291,2021,Yellow Sea,-29.07,20.05
36.414372,121.47984,2021,Yellow Sea,-32.04,22.55
36.413022,121.594448,2023,Yellow Sea,-31.03,30.41
36.412596,121.474718,2021,Yellow Sea,-32.18,22.08
36.412461,121.368452,2021,Yellow Sea,-28.07,19.82
36.411186,121.469375,2021,Yellow Sea,-32.03,21.64
36.411321,121.531786,2021,Yellow Sea,-32.04,25.37
36.410882,121.586797,2023,Yellow Sea,-31.03,29.57
36.410452,121.362594,2021,Yellow Sea,-28.07,19.62
36.409552,121.526328,2021,Yellow Sea,-34.9,24.79
36.409539,121.4641,2021,Yellow Sea,-32.03,21.2
36.408738,121.579145,2023,Yellow Sea,-31.01,28.74
36.408631,121.3567,2021,Yellow Sea,-28.07,19.46
36.40725,121.521072,2021,Yellow Sea,-36.76,24.18
36.406513,121.571495,2023,Yellow Sea,-31.01,27.91
36.405822,121.515553,2021,Yellow Sea,-38.76,23.65
36.405247,121.449219,2021,Yellow Sea,-31.03,20.03
36.404315,121.563835,2023,Yellow Sea,-31,27.08
36.403535,121.510229,2021,Yellow Sea,-40.89,23.05
36.401592,121.504769,2021,Yellow Sea,-41.04,22.47
36.401515,121.438681,2021,Yellow Sea,-30.02,19.17
36.400029,121.433435,2021,Yellow Sea,-31.01,18.81
36.399577,121.499393,2021,Yellow Sea,-38.18,21.9
36.397509,121.494035,2021,Yellow Sea,-37.17,21.33
36.393876,121.483267,2021,Yellow Sea,-33.16,20.26
36.393136,121.412314,2021,Yellow Sea,-30.01,17.34
36.391595,121.406987,2021,Yellow Sea,-30,17.04
36.391239,121.478012,2021,Yellow Sea,-32.16,19.65
36.390109,121.401728,2021,Yellow Sea,-30.01,16.76
36.38972,121.47256,2021,Yellow Sea,-32.01,19.16
36.388437,121.396345,2021,Yellow Sea,-30.01,16.47
36.386405,121.391235,2021,Yellow Sea,-31.01,16.15
36.385982,121.463227,2021,Yellow Sea,-32,18.21
36.384914,121.385902,2021,Yellow Sea,-31.01,15.93
36.383182,121.380542,2021,Yellow Sea,-31.01,15.7
36.381587,121.375261,2021,Yellow Sea,-31.01,15.51
36.380451,121.448162,2021,Yellow Sea,-31.99,16.8
36.37688,121.438257,2021,Yellow Sea,-32.12,15.93
36.37322,121.428262,2021,Yellow Sea,-31.97,15.09
36.371337,121.423264,2021,Yellow Sea,-31.97,14.68
36.363781,121.403235,2021,Yellow Sea,-32.97,13.17
36.361998,121.39827,2021,Yellow Sea,-32.11,12.85
36.360272,121.393199,2021,Yellow Sea,-31.97,12.56
36.35834,121.388289,2021,Yellow Sea,-30.97,12.26
36.356456,121.383238,2021,Yellow Sea,-30.97,12
36.537341,121.555803,2023,Yellow Sea,-28.14,25.38
36.535222,121.668937,2024,Yellow Sea,-29.13,25.53
36.531623,121.64469,2024,Yellow Sea,-29.14,25.54
36.526416,121.609171,2024,Yellow Sea,-29.14,26.05
36.514298,121.525101,2024,Yellow Sea,-29,29.45
36.47587,121.489862,2021,Yellow Sea,-30.13,30.77
36.472107,121.478577,2021,Yellow Sea,-30.13,29.84
36.45932,121.62607,2023,Yellow Sea,-30.08,35.36
36.456992,121.616323,2023,Yellow Sea,-30.07,35.66
36.452137,121.414269,2021,Yellow Sea,-28.12,25.45
36.450509,121.489753,2021,Yellow Sea,-30.09,27.54
36.4485,121.402482,2021,Yellow Sea,-28.12,24.81
36.447997,121.577276,2023,Yellow Sea,-31.06,32.51
36.44487,121.47212,2021,Yellow Sea,-31.08,26.06
36.44268,121.384825,2021,Yellow Sea,-28.12,23.92
36.439119,121.372905,2021,Yellow Sea,-28.12,23.47
36.437478,121.448608,2021,Yellow Sea,-30.08,24.25
36.43588,121.442664,2021,Yellow Sea,-30.08,23.86
36.434812,121.602139,2023,Yellow Sea,-30.06,33.08
36.429852,121.585187,2023,Yellow Sea,-31.05,31.25
36.427278,121.415541,2021,Yellow Sea,-29.08,22.06
36.426408,121.640378,2023,Yellow Sea,-32.06,35.54
36.425913,121.516746,2021,Yellow Sea,-31.06,26
36.424316,121.511404,2021,Yellow Sea,-33.91,25.49
36.421749,121.397819,2021,Yellow Sea,-29.93,21.08
36.419744,121.392023,2021,Yellow Sea,-30.07,20.77
36.417799,121.490369,2021,Yellow Sea,-33.05,23.52
36.416363,121.485081,2021,Yellow Sea,-32.18,23.06
36.403169,121.444045,2021,Yellow Sea,-31.02,19.57
36.402118,121.556175,2023,Yellow Sea,-30.01,26.25
36.398168,121.428202,2021,Yellow Sea,-31.01,18.41
36.395509,121.488749,2021,Yellow Sea,-34.16,20.78
36.394751,121.417627,2021,Yellow Sea,-30.15,17.68
36.378448,121.44335,2021,Yellow Sea,-32.98,16.34
36.375039,121.433197,2021,Yellow Sea,-31.97,15.5
36.367632,121.413281,2021,Yellow Sea,-31.97,13.91
36.36558,121.408306,2021,Yellow Sea,-32.82,13.52
37.238812,119.692449,2022,Bohai,-7.01,11.54
37.272813,119.460985,2022,Bohai,-9.09,16.02
37.267658,119.475784,2022,Bohai,-9.08,14.91
36.463638,121.450167,2021,Yellow Sea,-30.13,27.79
36.454072,121.501464,2021,Yellow Sea,-30.09,28.54
36.430818,121.427288,2021,Yellow Sea,-30.08,22.78
36.396535,121.422888,2021,Yellow Sea,-31.01,18.05
36.384224,121.458263,2021,Yellow Sea,-32,17.75
36.382466,121.453218,2021,Yellow Sea,-31.99,17.28
38.285341,119.003615,2022,Bohai,-19.19,24.42
38.25132,119.063327,2022,Bohai,-19.26,24.3
37.998788,119.240879,2025,Bohai,-15.75,13.31
37.262622,119.426495,2022,Bohai,-8.12,15.52
37.944349,121.891236,2023,Yellow Sea,-37.34,56.09
34.53452,120.004961,2020,Yellow Sea,-6.28,13.98
34.536969,119.999129,2020,Yellow Sea,-7.14,13.95
34.539128,119.994199,2020,Yellow Sea,-7.15,13.6
34.625517,119.761327,2020,Yellow Sea,-6.62,12.84
34.319274,120.619026,2020,Yellow Sea,-16.12,35.16
34.307061,120.613806,2020,Yellow Sea,-15.27,34.53
34.307126,120.627887,2020,Yellow Sea,-17.11,36.1
34.306933,120.634944,2020,Yellow Sea,-17.11,36.88
34.318823,120.672048,2020,Yellow Sea,-16.03,41.05
34.270521,120.58777,2020,Yellow Sea,-16.16,31.99
34.261982,120.602109,2020,Yellow Sea,-16.14,33.75
34.284312,120.542626,2020,Yellow Sea,-15.3,26.77
34.502411,120.079798,2020,Yellow Sea,-8.09,12.94
34.483883,120.122751,2020,Yellow Sea,-8.06,13.22
34.522679,120.001626,2020,Yellow Sea,-11.14,12.42
34.410496,120.159855,2020,Yellow Sea,-7.06,7.41
34.414959,120.165462,2020,Yellow Sea,-8.05,8.19
34.418825,120.171133,2020,Yellow Sea,-8.04,8.9
34.423465,120.17674,2020,Yellow Sea,-9.03,9.71
34.427977,120.182024,2020,Yellow Sea,-10.01,10.5
34.420823,120.193624,2020,Yellow Sea,-8.99,10.22
34.416248,120.188404,2020,Yellow Sea,-9,9.4
34.411736,120.182733,2020,Yellow Sea,-8.01,8.57
34.407741,120.177062,2020,Yellow Sea,-8.03,7.8
34.403359,120.171391,2020,Yellow Sea,-7.04,6.99
34.39482,120.184715,2020,Yellow Sea,-6.01,6.64
34.39917,120.190386,2020,Yellow Sea,-6.98,7.45
34.403133,120.19596,2020,Yellow Sea,-7.98,8.21
34.412316,120.206916,2020,Yellow Sea,-9.1,9.8
34.407709,120.201664,2020,Yellow Sea,-8.97,9.05
34.403939,120.219966,2020,Yellow Sea,-8.94,9.19
34.399298,120.214875,2020,Yellow Sea,-8.95,8.39
34.394723,120.209139,2020,Yellow Sea,-7.96,7.59
34.39105,120.203468,2020,Yellow Sea,-6.11,6.93
34.386409,120.197861,2020,Yellow Sea,-4.99,6.17
34.379321,120.208366,2020,Yellow Sea,-4.97,5.63
34.383832,120.213908,2020,Yellow Sea,-5.11,6.45
34.387956,120.219579,2020,Yellow Sea,-6.09,7.24
34.392274,120.22538,2020,Yellow Sea,-7.08,8.07
34.396978,120.230664,2020,Yellow Sea,-9.08,8.92
34.468835,120.330361,2020,Yellow Sea,-13.75,20.69
34.483722,120.30948,2020,Yellow Sea,-13.8,22.06
34.510627,120.326172,2020,Yellow Sea,-12.81,26
34.538854,120.333099,2020,Yellow Sea,-12.8,29.89
36.54312,121.609458,2024,Yellow Sea,-28.15,23.74
36.406529,121.4545,2021,Yellow Sea,-31.17,20.4
36.366122,121.239866,2022,Yellow Sea,-26.28,20.92
36.444728,121.390554,2021,Yellow Sea,-28.11,24.22
38.129387,122.120652,2025,Yellow Sea,-55.36,77.41
38.106573,122.136313,2025,Yellow Sea,-58.35,75.34
38.095747,122.1599,2025,Yellow Sea,-56.21,74.08
37.958142,121.85939,2023,Yellow Sea,-39.43,56.77
34.491156,120.33793,2020,Yellow Sea,-13.77,23.81
34.458288,120.382069,2020,Yellow Sea,-15.65,21.92
34.524025,119.984664,2020,Yellow Sea,-10.32,11.67
36.441945,121.252369,2022,Yellow Sea,-22.27,25.22
36.446686,121.413298,2021,Yellow Sea,-28.11,24.68
36.380016,121.430835,2021,Yellow Sea,-31.13,16.07
36.474495,121.657292,2023,Yellow Sea,-30.24,33.57
36.549955,121.585299,2023,Yellow Sea,-26.29,23.01
